Subject,Date,ExpCode,IsGood,NTrials,NEVDir,NEVFName,NS2FName,PTBFName,EDFName,NCentreOut,NCueColour,NDiagonal
Marty,2009-10-16,sra3_2,1,1200,091016,datafile002.nev,datafile002.ns2,sra3_2_m_094_00+04.ptbmat,sra3_2_m_094_00+04_1.edf,0,1,1199
Marty,2009-10-16,sra3_1,1,502,091016,datafile003.nev,datafile003.ns2,sra3_1_m_094_00+01.ptbmat,sra3_1_m_094_00+01_1.edf,502,0,0
Marty,2009-10-17,sra3_2,1,1050,091017,datafile001.nev,datafile001.ns2,sra3_2_m_095_00+01.ptbmat,sra3_2_m_095_00+01_1.edf,0,5,1045
Marty,2009-10-17,sra3_1,1,531,091017,datafile002.nev,datafile002.ns2,sra3_1_m_095_00+01.ptbmat,sra3_1_m_095_00+01_1.edf,531,0,0
Marty,2009-10-18,sra3_2,1,1016,091018,datafile001.nev,datafile001.ns2,sra3_2_m_096_00+01.ptbmat,sra3_2_m_096_00+01_1.edf,0,4,1012
Marty,2009-10-18,sra3_1,1,453,091018,datafile002.nev,datafile002.ns2,sra3_1_m_096_00+01.ptbmat,sra3_1_m_096_00+01_1.edf,453,0,0
Marty,2009-10-25,sra3_2,1,1054,091025,datafile001.nev,datafile001.ns2,sra3_2_m_098_00+01.ptbmat,sra3_2_m_098_00+01_1.edf,0,0,1054
Marty,2009-10-25,sra3_1,1,452,091025,datafile002.nev,datafile002.ns2,sra3_1_m_098_00+01.ptbmat,sra3_1_m_098_00+01_1.edf,452,0,0
Marty,2009-10-26,sra3_2,1,650,091026,datafile001.nev,datafile001.ns2,sra3_2_m_099_00+01.ptbmat,sra3_2_m_099_00+01_1.edf,0,0,650
Marty,2009-10-26,sra3_1,1,418,091026,datafile002.nev,datafile002.ns2,sra3_1_m_099_00+01.ptbmat,sra3_1_m_099_00+01_1.edf,418,0,0
Marty,2009-10-26,sra3_1,1,122,091026,datafile003.nev,datafile003.ns2,sra3_1_m_099_00+02.ptbmat,sra3_1_m_099_00+02_1.edf,122,0,0
Marty,2009-10-27,sra3_2,1,1554,091027,datafile001.nev,datafile001.ns2,sra3_2_m_100_00+01.ptbmat,sra3_2_m_100_00+01_1.edf,0,0,1554
Marty,2009-10-27,sra3_1,1,402,091027,datafile002.nev,datafile002.ns2,sra3_1_m_100_00+01.ptbmat,sra3_1_m_100_00+01_1.edf,402,0,0
Marty,2009-10-30,sra3_2,1,1139,091030,datafile001.nev,datafile001.ns2,sra3_2_m_101_00+05.ptbmat,sra3_2_m_101_00+05_1.edf,0,1,1138
Marty,2009-10-30,sra3_1,1,504,091030,datafile002.nev,datafile002.ns2,sra3_1_m_101_00+01.ptbmat,sra3_1_m_101_00+01_1.edf,504,0,0
Marty,2009-10-31,sra3_2,1,1278,091031,datafile001.nev,datafile001.ns2,sra3_2_m_102_00+01.ptbmat,sra3_2_m_102_00+01_1.edf,0,0,1278
Marty,2009-10-31,sra3_1,1,425,091031,datafile002.nev,datafile002.ns2,sra3_1_m_102_00+01.ptbmat,sra3_1_m_102_00+01_1.edf,425,0,0
Marty,2009-11-01,sra3_2,1,1095,091101,datafile001.nev,datafile001.ns2,sra3_2_m_103_00+01.ptbmat,sra3_2_m_103_00+01_1.edf,0,0,1095
Marty,2009-11-01,sra3_1,1,418,091101,datafile002.nev,datafile002.ns2,sra3_1_m_103_00+01.ptbmat,sra3_1_m_103_00+01_1.edf,418,0,0
Marty,2009-11-03,sra3_2,1,1304,091103,datafile001.nev,datafile001.ns2,sra3_2_m_104_00+01.ptbmat,sra3_2_m_104_00+01_1.edf,0,0,1304
Marty,2009-11-03,sra3_1,1,401,091103,datafile002.nev,datafile002.ns2,sra3_1_m_104_00+01.ptbmat,sra3_1_m_104_00+01_1.edf,401,0,0
Marty,2009-11-06,sra3_2,1,1200,091106,datafile001.nev,datafile001.ns2,sra3_2_m_105_00+01.ptbmat,sra3_2_m_105_00+01_1.edf,0,1,1199
Marty,2009-11-06,sra3_1,1,394,091106,datafile002.nev,datafile002.ns2,sra3_1_m_105_00+01.ptbmat,sra3_1_m_105_00+01_1.edf,394,0,0
Marty,2009-11-07,sra3_2,1,900,091107,datafile001.nev,datafile001.ns2,sra3_2_m_106_00+01.ptbmat,sra3_2_m_106_00+01_1.edf,0,0,900
Marty,2009-11-07,sra3_1,1,501,091107,datafile002.nev,datafile002.ns2,sra3_1_m_106_00+01.ptbmat,sra3_1_m_106_00+01_1.edf,501,0,0
